area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Brookefield,2.0,1080.0,2.0,3.0,50.0,4629.62962962963
Built-up  Area,Ready To Move,Brookefield,2.0,1230.0,2.0,3.0,55.0,4471.544715447155
Super built-up  Area,Ready To Move,Brookefield,2.0,1200.0,2.0,2.0,75.0,6250.0
Super built-up  Area,Ready To Move,Brookefield,2.0,1089.0,2.0,1.0,49.0,4499.540863177227
Super built-up  Area,Ready To Move,Brookefield,2.0,1130.0,2.0,2.0,56.0,4955.7522123893805
Super built-up  Area,Ready To Move,Brookefield,2.0,1270.0,2.0,1.0,95.0,7480.314960629921
Super built-up  Area,Ready To Move,Brookefield,3.0,1706.0,3.0,2.0,115.0,6740.914419695194
Super built-up  Area,Ready To Move,Brookefield,2.0,1389.0,2.0,2.0,94.0,6767.458603311735
Built-up  Area,Ready To Move,Brookefield,2.0,1225.0,2.0,2.0,72.0,5877.551020408163
Super built-up  Area,Ready To Move,Brookefield,3.0,1746.0,3.0,3.0,115.0,6586.483390607102
Plot  Area,Ready To Move,Brookefield,4.0,1560.0,3.0,2.0,149.0,9551.28205128205
Super built-up  Area,Ready To Move,Brookefield,2.0,1382.0,2.0,2.0,84.5,6114.327062228655
Super built-up  Area,Ready To Move,Brookefield,2.0,1260.0,2.0,1.0,70.0,5555.555555555556
Super built-up  Area,Ready To Move,Brookefield,2.0,1206.0,2.0,2.0,90.0,7462.686567164179
Super built-up  Area,Ready To Move,Brookefield,3.0,1594.0,3.0,2.0,140.0,8782.936010037642
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,56.4,4891.587163920208
Super built-up  Area,Ready To Move,Budigere,2.0,1162.0,2.0,1.0,59.9,5154.905335628228
Super built-up  Area,Ready To Move,Budigere,3.0,1991.0,4.0,2.0,103.0,5173.279758915118
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,57.0,4943.625325238509
Super built-up  Area,Ready To Move,Budigere,2.0,1162.0,2.0,1.0,57.0,4905.335628227194
Super built-up  Area,Under Construction,Budigere,1.0,764.0,1.0,1.0,32.0,4188.48167539267
Super built-up  Area,Ready To Move,Budigere,2.0,1139.0,2.0,2.0,62.0,5443.371378402107
Super built-up  Area,Ready To Move,Budigere,2.0,1139.0,2.0,2.0,56.8,4986.830553116769
Super built-up  Area,Ready To Move,Budigere,2.0,1139.0,2.0,2.0,56.85,4991.220368744513
Super built-up  Area,Ready To Move,Budigere,1.0,664.0,1.0,1.0,35.0,5271.084337349397
Super built-up  Area,Ready To Move,Budigere,3.0,1820.0,3.0,2.0,93.0,5109.89010989011
Super built-up  Area,Ready To Move,Budigere,3.0,1636.0,3.0,2.0,85.0,5195.59902200489
Super built-up  Area,Ready To Move,Budigere,2.0,1444.0,2.0,2.0,70.0,4847.645429362881
Super built-up  Area,Ready To Move,Budigere,2.0,1139.0,2.0,2.0,60.0,5267.778753292362
Super built-up  Area,Ready To Move,Budigere,2.0,1162.0,2.0,1.0,58.0,4991.394148020654
Super built-up  Area,Ready To Move,Budigere,3.0,1636.0,3.0,2.0,92.0,5623.471882640587
Super built-up  Area,Ready To Move,Budigere,2.0,1087.0,2.0,1.0,54.3,4995.40018399264
Super built-up  Area,Ready To Move,Budigere,2.0,1149.0,2.0,2.0,65.0,5657.093124456049
Super built-up  Area,Ready To Move,Budigere,1.0,664.0,1.0,1.0,35.4,5331.325301204819
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,56.7,4917.606244579359
Super built-up  Area,Ready To Move,Budigere,2.0,1139.0,2.0,2.0,56.5,4960.491659350308
Super built-up  Area,Ready To Move,Budigere,3.0,1636.0,3.0,2.0,83.0,5073.349633251833
Built-up  Area,Ready To Move,Budigere,1.0,664.0,1.0,1.0,34.0,5120.481927710844
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,60.0,5203.816131830009
Super built-up  Area,Ready To Move,Budigere,3.0,1820.0,3.0,2.0,99.0,5439.56043956044
Super built-up  Area,Under Construction,Budigere,2.0,1172.0,2.0,0.0,56.725,4840.017064846416
Super built-up  Area,Ready To Move,Budigere,3.0,1820.0,3.0,2.0,95.0,5219.780219780219
Built-up  Area,Ready To Move,Budigere,3.0,1820.0,3.0,2.0,95.5,5247.252747252747
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,56.0,4856.895056374675
Super built-up  Area,Under Construction,Budigere,1.0,705.0,1.0,0.0,34.545,4900.0
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,56.5,4900.260190806592
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,58.0,5030.3555941023415
Super built-up  Area,Ready To Move,Budigere,3.0,1636.0,3.0,2.0,88.0,5378.973105134474
Super built-up  Area,Ready To Move,Budigere,2.0,1153.0,2.0,2.0,56.55,4904.596704249783
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1120.0,2.0,2.0,55.0,4910.714285714285
Built-up  Area,Ready To Move,CV Raman Nagar,2.0,1070.0,2.0,1.0,55.0,5140.186915887851
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,740.0,2.0,1.0,37.0,5000.0
Built-up  Area,Ready To Move,CV Raman Nagar,2.0,1028.0,2.0,1.0,49.0,4766.536964980544
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1392.0,2.0,1.0,98.0,7040.229885057472
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1070.0,2.0,2.0,47.5,4439.252336448598
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,1825.0,3.0,2.0,126.0,6904.109589041096
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1025.0,2.0,2.0,50.0,4878.048780487805
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1198.0,2.0,2.0,60.0,5008.347245409015
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1560.0,2.0,2.0,85.0,5448.717948717948
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,1590.0,2.0,3.0,85.0,5345.911949685535
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1100.0,2.0,1.0,58.0,5272.727272727273
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1051.0,2.0,3.0,61.0,5803.996194100856
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1020.0,2.0,1.0,55.0,5392.156862745098
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1285.0,2.0,2.0,65.0,5058.365758754864
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1040.0,2.0,1.0,50.0,4807.692307692308
Super built-up  Area,Under Construction,CV Raman Nagar,2.0,1392.0,2.0,1.0,95.0,6824.712643678161
Super built-up  Area,Ready To Move,CV Raman Nagar,1.0,705.0,2.0,1.0,50.0,7092.198581560284
Built-up  Area,Ready To Move,CV Raman Nagar,2.0,1125.0,2.0,1.0,46.0,4088.8888888888887
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,1400.0,2.0,2.0,78.0,5571.428571428572
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,907.0,2.0,2.0,38.0,4189.636163175303
Built-up  Area,Ready To Move,CV Raman Nagar,2.0,1310.0,2.0,1.0,62.0,4732.824427480916
Super built-up  Area,Ready To Move,Chamrajpet,3.0,1475.0,2.0,2.0,120.0,8135.593220338983
Super built-up  Area,Ready To Move,Chamrajpet,4.0,1900.0,2.0,1.0,170.0,8947.368421052632
Built-up  Area,Ready To Move,Chamrajpet,3.0,1565.0,3.0,2.0,98.91,6320.127795527156
Super built-up  Area,Ready To Move,Chamrajpet,2.0,730.0,1.0,2.0,52.0,7123.287671232877
Super built-up  Area,Ready To Move,Chamrajpet,2.0,650.0,1.0,1.0,40.0,6153.846153846154
Super built-up  Area,Ready To Move,Chamrajpet,2.0,650.0,2.0,2.0,45.0,6923.076923076923
Super built-up  Area,Ready To Move,Chamrajpet,3.0,1650.0,3.0,2.0,115.0,6969.69696969697
Built-up  Area,Ready To Move,Chandapura,2.0,650.0,1.0,1.0,17.0,2615.3846153846152
Super built-up  Area,Under Construction,Chandapura,1.0,645.0,1.0,1.0,16.45,2550.3875968992247
Super built-up  Area,Under Construction,Chandapura,1.0,645.0,1.0,1.0,16.45,2550.3875968992247
Super built-up  Area,Under Construction,Chandapura,2.0,1015.0,2.0,2.0,25.88,2549.753694581281
Super built-up  Area,Ready To Move,Chandapura,3.0,1208.0,3.0,1.0,45.0,3725.1655629139073
Super built-up  Area,Ready To Move,Chandapura,2.0,1200.0,2.0,2.0,32.0,2666.6666666666665
Super built-up  Area,Under Construction,Chandapura,2.0,1025.0,2.0,2.0,27.68,2700.487804878049
Super built-up  Area,Under Construction,Chandapura,1.0,582.5,1.0,0.0,15.135,2598.283261802575
Super built-up  Area,Under Construction,Chandapura,2.0,1015.0,2.0,2.0,25.88,2549.753694581281
Super built-up  Area,Ready To Move,Chandapura,3.0,1065.0,2.0,1.0,33.0,3098.5915492957747
Plot  Area,Ready To Move,Chandapura,2.0,1500.0,2.0,1.0,60.0,4000.0
Super built-up  Area,Under Construction,Chandapura,2.0,850.0,2.0,1.0,25.4,2988.235294117647
Super built-up  Area,Under Construction,Chandapura,1.0,590.0,1.0,0.0,13.57,2300.0
Super built-up  Area,Under Construction,Chandapura,2.0,1015.0,2.0,2.0,25.88,2549.753694581281
Super built-up  Area,Ready To Move,Chandapura,3.0,1107.0,2.0,1.0,43.0,3884.372177055104
Super built-up  Area,Under Construction,Chandapura,1.0,520.0,1.0,1.0,14.04,2700.0
Plot  Area,Under Construction,Chandapura,2.0,1200.0,1.0,1.0,36.0,3000.0
Super built-up  Area,Under Construction,Chandapura,2.0,975.0,2.0,1.0,24.86,2549.74358974359
Super built-up  Area,Under Construction,Chandapura,1.0,645.0,1.0,1.0,16.45,2550.3875968992247
Super built-up  Area,Under Construction,Chandapura,2.0,985.0,2.0,1.0,25.12,2550.253807106599
Super built-up  Area,Ready To Move,Chandapura,2.0,700.0,1.0,1.0,19.0,2714.285714285714
Super built-up  Area,Ready To Move,Chandapura,3.0,1095.0,2.0,2.0,32.0,2922.3744292237443
Built-up  Area,Ready To Move,Chandapura,4.0,1891.0,2.0,2.0,66.165,3498.942358540455
Built-up  Area,Ready To Move,Chandapura,3.0,1208.51,3.0,2.0,42.0,3475.3539482503247
Super built-up  Area,Ready To Move,Chandapura,2.0,876.0,2.0,2.0,29.5,3367.5799086757997
Super built-up  Area,Under Construction,Chandapura,2.0,937.0,2.0,1.0,30.0,3201.7075773746
Super built-up  Area,Under Construction,Chandapura,2.0,1025.0,2.0,2.0,27.68,2700.487804878049
Super built-up  Area,Under Construction,Chandapura,2.0,975.0,2.0,1.0,24.86,2549.74358974359
Super built-up  Area,Ready To Move,Chandapura,2.0,800.0,2.0,1.0,25.0,3125.0
Super built-up  Area,Under Construction,Chandapura,2.0,778.0,2.0,0.0,25.29,3250.642673521851
Super built-up  Area,Under Construction,Chandapura,2.0,950.0,2.0,1.0,25.65,2700.0
Plot  Area,Under Construction,Chandapura,2.0,1200.0,2.0,1.0,36.0,3000.0
Super built-up  Area,Ready To Move,Chandapura,2.0,922.0,2.0,1.0,36.0,3904.555314533623
Super built-up  Area,Under Construction,Chandapura,2.0,674.0,1.0,1.0,19.9,2952.522255192878
Super built-up  Area,Ready To Move,Chandapura,3.0,1345.0,2.0,2.0,39.5,2936.8029739776957
Super built-up  Area,Under Construction,Chandapura,3.0,1033.0,2.0,2.0,30.47,2949.661181026137
Super built-up  Area,Ready To Move,Chandapura,3.0,971.0,2.0,2.0,38.0,3913.491246138002
Super built-up  Area,Under Construction,Chandapura,2.0,1015.0,2.0,2.0,25.88,2549.753694581281
Built-up  Area,Ready To Move,Chandapura,2.0,800.0,1.0,2.0,30.0,3750.0
Super built-up  Area,Ready To Move,Chandapura,2.0,900.0,2.0,3.0,35.0,3888.8888888888887
Super built-up  Area,Ready To Move,Chandapura,3.0,1323.0,2.0,1.0,42.0,3174.6031746031745
Super built-up  Area,Ready To Move,Chandapura,1.0,410.0,1.0,1.0,10.0,2439.0243902439024
Super built-up  Area,Under Construction,Chandapura,2.0,985.0,2.0,1.0,25.12,2550.253807106599
Built-up  Area,Ready To Move,Chandapura,2.0,740.0,1.0,1.0,22.0,2972.972972972973
Super built-up  Area,Under Construction,Chandapura,2.0,876.0,2.0,2.0,28.47,3250.0
Super built-up  Area,Under Construction,Chandapura,1.0,520.0,1.0,1.0,14.04,2700.0
Super built-up  Area,Under Construction,Channasandra,2.0,1009.0,2.0,1.0,38.34,3799.8017839445
Super built-up  Area,Ready To Move,Channasandra,2.0,1065.0,2.0,1.0,35.0,3286.384976525821
Super built-up  Area,Ready To Move,Channasandra,3.0,1470.0,2.0,1.0,90.0,6122.448979591837
Super built-up  Area,Ready To Move,Channasandra,2.0,1115.0,2.0,1.0,33.45,3000.0000000000005
Super built-up  Area,Ready To Move,Channasandra,2.0,1030.0,2.0,1.0,34.5,3349.514563106796
Super built-up  Area,Ready To Move,Channasandra,2.0,1115.0,2.0,1.0,40.0,3587.4439461883408
Plot  Area,Under Construction,Channasandra,3.0,1200.0,3.0,1.0,67.77,5647.5
Super built-up  Area,Ready To Move,Channasandra,2.0,1104.0,2.0,1.0,35.5,3215.5797101449275
Super built-up  Area,Ready To Move,Channasandra,2.0,1160.0,2.0,1.0,55.0,4741.379310344828
Super built-up  Area,Under Construction,Channasandra,2.0,1050.0,2.0,2.0,41.0,3904.7619047619046
Super built-up  Area,Under Construction,Channasandra,2.0,1065.0,2.0,1.0,40.47,3800.0
Super built-up  Area,Ready To Move,Channasandra,2.0,1070.0,2.0,1.0,38.0,3551.4018691588785
Super built-up  Area,Ready To Move,Channasandra,2.0,1050.0,2.0,1.0,35.0,3333.333333333333
Super built-up  Area,Ready To Move,Channasandra,2.0,1093.0,2.0,1.0,34.0,3110.704483074108
Built-up  Area,Ready To Move,Channasandra,2.0,808.0,2.0,1.0,40.0,4950.495049504951
Super built-up  Area,Ready To Move,Channasandra,2.0,1010.0,2.0,1.0,36.0,3564.3564356435645
Super built-up  Area,Ready To Move,Channasandra,2.0,1123.0,2.0,1.0,36.0,3205.699020480855
Super built-up  Area,Under Construction,Channasandra,2.0,1000.0,2.0,2.0,35.0,3500.0
Plot  Area,Under Construction,Channasandra,4.0,1500.0,4.0,1.0,89.45,5963.333333333333
Super built-up  Area,Under Construction,Channasandra,3.0,1330.0,2.0,2.0,51.83,3896.992481203008
Super built-up  Area,Ready To Move,Channasandra,2.0,1093.0,2.0,1.0,37.0,3385.1784080512352
Super built-up  Area,Ready To Move,Channasandra,2.0,1115.0,2.0,1.0,35.8,3210.7623318385645
Plot  Area,Under Construction,Channasandra,3.0,1500.0,3.0,1.0,61.95,4130.0
Super built-up  Area,Under Construction,Channasandra,2.0,830.0,2.0,1.0,36.28,4371.084337349397
Plot  Area,Under Construction,Channasandra,3.0,1200.0,3.0,1.0,67.77,5647.5
Super built-up  Area,Ready To Move,Channasandra,3.0,1195.0,2.0,1.0,56.0,4686.192468619247
Super built-up  Area,Ready To Move,Channasandra,2.0,1175.0,2.0,2.0,38.0,3234.0425531914893
Plot  Area,Under Construction,Channasandra,2.0,1200.0,2.0,1.0,46.13,3844.1666666666665
Super built-up  Area,Ready To Move,Channasandra,2.0,1065.0,2.0,1.0,36.0,3380.281690140845
Super built-up  Area,Under Construction,Channasandra,2.0,1050.0,2.0,1.0,44.41,4229.523809523809
Super built-up  Area,Ready To Move,Channasandra,2.0,1010.0,2.0,1.0,32.0,3168.3168316831684
Plot  Area,Ready To Move,Chikka Tirupathi,4.0,2325.0,4.0,1.0,120.0,5161.290322580645
Plot  Area,Ready To Move,Chikka Tirupathi,3.0,1808.0,4.0,2.0,80.27,4439.712389380531
Plot  Area,Under Construction,Chikka Tirupathi,3.0,2325.0,3.0,2.0,95.0,4086.021505376344
Built-up  Area,Ready To Move,Chikkabanavar,2.0,950.0,2.0,1.0,40.0,4210.526315789473
Plot  Area,Ready To Move,Chikkabanavar,3.0,1600.0,2.0,0.0,80.0,5000.0
Super built-up  Area,Ready To Move,Chikkabanavar,2.0,600.0,1.0,2.0,25.0,4166.666666666667
Super built-up  Area,Ready To Move,Chikkabanavar,2.0,1067.0,2.0,1.0,38.0,3561.3870665417057
Super built-up  Area,Ready To Move,Chikkabanavar,3.0,1320.0,2.0,2.0,46.0,3484.848484848485
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1100.0,2.0,2.0,50.0,4545.454545454545
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1208.0,2.0,1.0,49.0,4056.291390728477
Carpet  Area,Ready To Move,Chikkalasandra,2.0,875.0,2.0,3.0,52.8,6034.285714285715
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1800.0,1.0,1.0,128.0,7111.111111111111
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1070.0,2.0,2.0,50.0,4672.897196261682
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1230.0,2.0,2.0,48.0,3902.439024390244
Built-up  Area,Ready To Move,Chikkalasandra,3.0,1428.0,2.0,1.0,80.0,5602.240896358543
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1070.0,2.0,1.0,42.8,4000.0
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1075.0,2.0,1.0,46.76,4349.767441860465
Super built-up  Area,Under Construction,Chikkalasandra,2.0,1070.0,2.0,1.0,45.48,4250.467289719626
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1100.0,2.0,2.0,50.0,4545.454545454545
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1224.0,2.0,2.0,45.0,3676.470588235294
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1090.0,2.0,1.0,47.42,4350.45871559633
Built-up  Area,Ready To Move,Chikkalasandra,2.0,1325.0,2.0,1.0,59.0,4452.830188679245
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1290.0,2.0,2.0,72.0,5581.395348837209
Super built-up  Area,Ready To Move,Choodasandra,2.0,1115.0,2.0,2.0,50.0,4484.304932735426
Super built-up  Area,Ready To Move,Choodasandra,2.0,1300.0,2.0,3.0,57.0,4384.615384615385
Super built-up  Area,Under Construction,Choodasandra,3.0,1530.0,3.0,2.0,77.0,5032.679738562091
Super built-up  Area,Under Construction,Choodasandra,2.0,1197.0,2.0,1.0,63.0,5263.1578947368425
Super built-up  Area,Ready To Move,Choodasandra,3.0,1465.0,3.0,3.0,75.0,5119.453924914676
Super built-up  Area,Ready To Move,Choodasandra,2.0,1115.0,2.0,1.0,50.0,4484.304932735426
Super built-up  Area,Ready To Move,Choodasandra,2.0,1215.0,2.0,2.0,59.0,4855.9670781893
Super built-up  Area,Ready To Move,Choodasandra,3.0,1254.0,2.0,1.0,65.0,5183.413078149921
Super built-up  Area,Ready To Move,Choodasandra,3.0,1580.0,3.0,3.0,105.0,6645.569620253164
Super built-up  Area,Ready To Move,Choodasandra,2.0,725.0,2.0,2.0,36.0,4965.517241379311
Super built-up  Area,Ready To Move,Choodasandra,2.0,1075.0,2.0,2.0,45.0,4186.046511627907
Super built-up  Area,Ready To Move,Choodasandra,2.0,1180.0,2.0,1.0,71.22,6035.593220338983
Built-up  Area,Ready To Move,Choodasandra,2.0,1140.0,2.0,2.0,62.0,5438.596491228071
Super built-up  Area,Ready To Move,Choodasandra,3.0,1560.0,3.0,2.0,78.0,5000.0
Built-up  Area,Ready To Move,Choodasandra,2.0,1065.0,2.0,1.0,46.0,4319.24882629108
Super built-up  Area,Ready To Move,Cooke Town,2.0,1310.0,2.0,2.0,111.0,8473.282442748092
Super built-up  Area,Ready To Move,Cooke Town,2.0,1100.0,2.0,3.0,90.0,8181.818181818182
Super built-up  Area,Ready To Move,Cox Town,3.0,1975.0,3.0,3.0,150.0,7594.93670886076
Super built-up  Area,Ready To Move,Cox Town,3.0,1650.0,3.0,3.0,100.0,6060.606060606061
Super built-up  Area,Ready To Move,Cox Town,3.0,1730.0,3.0,3.0,140.0,8092.485549132948
Super built-up  Area,Ready To Move,Cox Town,3.0,1600.0,3.0,1.0,150.0,9375.0
Super built-up  Area,Ready To Move,Cox Town,2.0,1250.0,2.0,2.0,95.0,7600.0
Built-up  Area,Ready To Move,Cox Town,2.0,1280.0,2.0,1.0,120.0,9375.0
Built-up  Area,Ready To Move,Cox Town,2.0,1073.0,2.0,2.0,72.0,6710.158434296365
Super built-up  Area,Ready To Move,Cox Town,2.0,1000.0,2.0,3.0,58.0,5800.0
Super built-up  Area,Under Construction,Dasanapura,2.0,708.0,2.0,2.0,37.0,5225.988700564972
Super built-up  Area,Ready To Move,Dasanapura,2.0,708.0,1.0,1.0,40.0,5649.717514124294
Built-up  Area,Ready To Move,Dasanapura,2.0,965.0,2.0,1.0,42.5,4404.145077720207
Super built-up  Area,Ready To Move,Dasanapura,2.0,814.0,2.0,1.0,42.0,5159.70515970516
Built-up  Area,Ready To Move,Dasanapura,2.0,1163.0,2.0,1.0,65.0,5588.993981083405
Super built-up  Area,Under Construction,Dasanapura,3.0,1286.0,2.0,1.0,68.0,5287.713841368584
Super built-up  Area,Ready To Move,Dasanapura,2.0,708.0,2.0,1.0,31.15,4399.717514124294
Super built-up  Area,Ready To Move,Dasanapura,1.0,708.0,1.0,1.0,41.0,5790.960451977401
Super built-up  Area,Ready To Move,Dasanapura,2.0,814.0,2.0,1.0,43.7,5368.550368550368
Super built-up  Area,Ready To Move,Dasarahalli,2.0,1295.0,2.0,1.0,65.0,5019.305019305019
Built-up  Area,Ready To Move,Dasarahalli,2.0,1150.0,2.0,0.0,70.0,6086.95652173913
Super built-up  Area,Ready To Move,Dasarahalli,3.0,2100.0,3.0,3.0,120.0,5714.285714285715
Super built-up  Area,Ready To Move,Dasarahalli,2.0,1220.0,2.0,2.0,52.0,4262.295081967213
Super built-up  Area,Ready To Move,Dasarahalli,2.0,1375.0,2.0,1.0,60.0,4363.636363636364
Super built-up  Area,Under Construction,Dasarahalli,2.0,1333.0,2.0,1.0,78.56,5893.473368342085
Super built-up  Area,Ready To Move,Dasarahalli,2.0,1220.0,2.0,2.0,62.0,5081.9672131147545
Super built-up  Area,Under Construction,Devanahalli,2.0,1260.0,2.0,2.0,66.78,5300.0
Super built-up  Area,Under Construction,Devanahalli,3.0,1282.0,2.0,2.0,68.52,5344.773790951638
Super built-up  Area,Under Construction,Devanahalli,2.0,1360.0,2.0,1.0,65.0,4779.411764705882
Super built-up  Area,Under Construction,Devanahalli,2.0,1408.0,2.0,2.0,85.0,6036.931818181818
Super built-up  Area,Ready To Move,Devanahalli,2.0,1010.0,2.0,1.0,51.0,5049.504950495049
Super built-up  Area,Ready To Move,Devanahalli,2.0,1080.0,2.0,0.0,53.35,4939.814814814815
Super built-up  Area,Under Construction,Devanahalli,2.0,1174.0,2.0,1.0,59.0,5025.553662691653
Super built-up  Area,Under Construction,Devanahalli,1.0,658.0,1.0,1.0,34.0,5167.173252279636
Super built-up  Area,Under Construction,Devanahalli,1.0,658.0,1.0,0.0,26.91,4089.665653495441
Super built-up  Area,Under Construction,Devanahalli,1.0,698.5,1.0,0.0,28.57,4090.1932712956336
Super built-up  Area,Ready To Move,Devanahalli,2.0,1080.0,2.0,1.0,52.0,4814.814814814815
Super built-up  Area,Under Construction,Devanahalli,3.0,1700.0,3.0,0.0,88.2,5188.235294117647
Super built-up  Area,Under Construction,Devanahalli,3.0,1498.0,3.0,3.0,79.15,5283.711615487317
Super built-up  Area,Under Construction,Devanahalli,3.0,1466.0,3.0,3.0,77.59,5292.633015006822
Super built-up  Area,Ready To Move,Devanahalli,1.0,775.0,1.0,0.0,39.0,5032.258064516129
Super built-up  Area,Under Construction,Devanahalli,1.0,1020.0,2.0,1.0,49.87,4889.21568627451
Super built-up  Area,Ready To Move,Devanahalli,3.0,1550.0,3.0,1.0,85.0,5483.870967741936
Super built-up  Area,Under Construction,Devanahalli,2.0,1340.0,2.0,1.0,65.0,4850.746268656716
Built-up  Area,Under Construction,Devanahalli,3.0,2125.0,3.0,1.0,107.0,5035.294117647059
Super built-up  Area,Under Construction,Devanahalli,1.0,658.0,1.0,1.0,26.91,4089.665653495441
Built-up  Area,Ready To Move,Devanahalli,2.0,1010.0,2.0,1.0,58.0,5742.574257425743
Super built-up  Area,Ready To Move,Devanahalli,1.0,1075.0,2.0,2.0,52.57,4890.232558139535
Super built-up  Area,Ready To Move,Devarachikkanahalli,2.0,1250.0,2.0,2.0,40.0,3200.0
