area_type,availability,location,size(BHK),total_sqft,bath,balcony,price,price_per_sqft
Super built-up  Area,Ready To Move,Marathahalli,2.0,1365.0,2.0,2.0,73.0,0.05347985347985348
Super built-up  Area,Ready To Move,Electronic City,2.0,1000.0,2.0,3.0,25.0,0.025
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1392.0,2.0,1.0,98.0,0.07040229885057471
Super built-up  Area,Under Construction,Kodigehalli,2.0,1086.0,2.0,1.0,33.66,0.030994475138121542
Super built-up  Area,Ready To Move,Hennur Road,3.0,1586.0,3.0,3.0,93.94,0.05923076923076923
Built-up  Area,Ready To Move,Hennur,2.0,1100.0,2.0,1.0,60.0,0.05454545454545454
Super built-up  Area,Under Construction,Electronic City Phase II,2.0,1065.0,2.0,1.0,30.75,0.028873239436619718
Plot  Area,Ready To Move,TC Palaya,3.0,1500.0,2.0,1.0,120.0,0.08
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1575.0,2.0,2.0,120.0,0.0761904761904762
Super built-up  Area,Ready To Move,Hennur Road,3.0,1975.0,3.0,3.0,123.0,0.062278481012658225
Super built-up  Area,Ready To Move,Other,2.0,820.0,2.0,2.0,24.0,0.02926829268292683
Super built-up  Area,Ready To Move,Gubbalala,3.0,1745.0,3.0,2.0,110.0,0.06303724928366762
Super built-up  Area,Ready To Move,Nagarbhavi,2.0,1223.0,2.0,1.0,60.0,0.04905968928863451
Super built-up  Area,Ready To Move,Ananth Nagar,3.0,1200.0,2.0,1.0,65.0,0.05416666666666667
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2.0,1200.0,2.0,0.0,90.0,0.075
Super built-up  Area,Under Construction,Binny Pete,1.0,665.0,1.0,1.0,46.08,0.06929323308270677
Super built-up  Area,Ready To Move,Bharathi Nagar,2.0,1351.0,2.0,2.0,70.0,0.05181347150259067
Super built-up  Area,Under Construction,Hebbal,3.0,1355.0,3.0,1.0,83.87,0.06189667896678967
Built-up  Area,Ready To Move,Sector 7 HSR Layout,3.0,3900.0,3.0,2.0,300.0,0.07692307692307693
Super built-up  Area,Under Construction,Thanisandra,3.0,1588.0,3.0,1.0,75.55,0.04757556675062972
Carpet  Area,Ready To Move,Amruthahalli,2.0,900.0,2.0,1.0,60.0,0.06666666666666667
Plot  Area,Ready To Move,Other,3.0,440.0,3.0,0.0,50.0,0.11363636363636363
Built-up  Area,Under Construction,Harlur,4.0,3385.0,4.0,2.0,260.0,0.07680945347119646
Super built-up  Area,Ready To Move,Panathur,3.0,1370.0,2.0,2.0,75.0,0.05474452554744526
Plot  Area,Under Construction,Whitefield,3.0,1500.0,3.0,1.0,71.8,0.04786666666666666
Super built-up  Area,Ready To Move,Other,3.0,2280.0,3.0,2.0,285.0,0.125
Super built-up  Area,Under Construction,Kanakpura Road,3.0,1100.0,3.0,2.0,53.0,0.04818181818181818
Built-up  Area,Ready To Move,Hoodi,2.0,1247.0,2.0,0.0,53.0,0.042502004811547714
Super built-up  Area,Under Construction,Other,3.0,2000.0,3.0,2.0,200.0,0.1
Super built-up  Area,Under Construction,Balagere,2.0,1020.07,2.0,1.0,68.38,0.06703461527150097
Super built-up  Area,Under Construction,Other,3.0,1033.0,2.0,2.0,32.0,0.030977734753146177
Built-up  Area,Ready To Move,Other,3.0,1460.0,2.0,3.0,73.0,0.05
Super built-up  Area,Ready To Move,Garudachar Palya,2.0,1150.0,2.0,2.0,52.8,0.04591304347826087
Super built-up  Area,Ready To Move,Sarjapur  Road,5.0,5965.0,5.0,2.0,385.0,0.06454316848281642
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1141.0,2.0,1.0,46.0,0.040315512708150744
Super built-up  Area,Ready To Move,Yelahanka,4.0,2912.5,6.0,0.0,125.5,0.043090128755364804
Plot  Area,Ready To Move,Doddaballapur,4.0,4200.0,4.0,3.0,325.0,0.07738095238095238
Super built-up  Area,Under Construction,Hosa Road,3.0,1665.0,2.0,3.0,125.0,0.07507507507507508
Super built-up  Area,Under Construction,Kanakapura,2.0,1295.0,2.0,2.0,64.0,0.04942084942084942
Super built-up  Area,Under Construction,Haralur Road,2.0,1230.0,2.0,1.0,78.0,0.06341463414634146
Super built-up  Area,Ready To Move,Other,3.0,1080.0,2.0,2.0,75.0,0.06944444444444445
Super built-up  Area,Ready To Move,Kaggalipura,2.0,1000.0,2.0,1.0,60.0,0.06
Super built-up  Area,Ready To Move,Kaval Byrasandra,3.0,2400.0,2.0,0.0,50.0,0.020833333333333332
Super built-up  Area,Under Construction,Whitefield,1.0,630.5,1.0,0.0,32.79,0.05200634417129262
Super built-up  Area,Under Construction,Rayasandra,3.0,1708.0,3.0,2.0,75.0,0.043911007025761124
Super built-up  Area,Ready To Move,Thanisandra,3.0,1697.0,3.0,2.0,115.0,0.06776664702416028
Super built-up  Area,Ready To Move,Whitefield,4.0,3537.0,5.0,3.0,210.0,0.05937234944868533
Super built-up  Area,Under Construction,Hosa Road,1.0,615.0,1.0,1.0,28.29,0.046
Built-up  Area,Ready To Move,Banashankari,3.0,1350.0,2.0,0.0,83.0,0.061481481481481484
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1530.0,2.0,2.0,66.4,0.04339869281045752
Super built-up  Area,Under Construction,Jalahalli,2.0,1083.0,2.0,1.0,32.49,0.030000000000000002
Super built-up  Area,Ready To Move,Gottigere,3.0,1460.0,2.0,2.0,65.0,0.04452054794520548
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1084.0,2.0,1.0,58.0,0.05350553505535055
Super built-up  Area,Under Construction,Bommasandra,2.0,1035.0,2.0,1.0,41.43,0.04002898550724638
Super built-up  Area,Ready To Move,Other,3.0,2400.0,2.0,1.0,150.0,0.0625
Super built-up  Area,Ready To Move,Hosur Road,1.0,460.0,1.0,1.0,21.0,0.04565217391304348
Super built-up  Area,Ready To Move,Other,5.0,950.0,5.0,2.0,90.0,0.09473684210526316
Super built-up  Area,Ready To Move,Whitefield,2.0,1285.0,2.0,2.0,55.9,0.04350194552529183
Super built-up  Area,Ready To Move,Other,19.0,2000.0,16.0,2.0,490.0,0.245
Plot  Area,Ready To Move,Sarjapur,3.0,1200.0,3.0,2.0,78.0,0.065
Built-up  Area,Ready To Move,Other,2.0,1070.0,2.0,1.0,35.0,0.03271028037383177
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1801.0,3.0,2.0,140.0,0.07773459189339256
Super built-up  Area,Under Construction,Whitefield,3.0,1697.0,3.0,2.0,115.0,0.06776664702416028
Super built-up  Area,Ready To Move,AECS Layout,2.0,1199.0,2.0,2.0,65.0,0.05421184320266889
Super built-up  Area,Ready To Move,Iblur Village,3.0,2300.0,3.0,1.0,220.0,0.09565217391304348
Super built-up  Area,Ready To Move,Mysore Road,3.0,1340.0,2.0,3.0,64.31,0.04799253731343284
Super built-up  Area,Ready To Move,Marathahalli,4.0,3800.0,4.0,3.0,205.0,0.05394736842105263
Plot  Area,Ready To Move,Jigani,5.0,600.0,5.0,2.0,50.0,0.08333333333333333
Super built-up  Area,Ready To Move,Other,2.0,1125.0,2.0,1.0,75.0,0.06666666666666667
Plot  Area,Ready To Move,Anandapura,2.0,1200.0,2.0,1.0,67.0,0.05583333333333333
Built-up  Area,Ready To Move,Subramanyapura,2.0,1050.0,2.0,3.0,41.0,0.039047619047619046
Built-up  Area,Ready To Move,Nagarbhavi,2.0,956.0,2.0,1.0,49.0,0.051255230125523014
Super built-up  Area,Ready To Move,Sarjapur,2.0,1000.0,2.0,2.0,30.0,0.03
Built-up  Area,Ready To Move,Other,3.0,1596.0,3.0,0.0,95.0,0.05952380952380952
Plot  Area,Ready To Move,Other,6.0,1200.0,5.0,1.0,150.0,0.125
Super built-up  Area,Under Construction,Kanakpura Road,2.0,1296.0,2.0,3.0,89.06,0.06871913580246913
Plot  Area,Ready To Move,Other,6.0,1200.0,7.0,2.0,170.0,0.14166666666666666
Built-up  Area,Ready To Move,Other,3.0,1639.0,3.0,3.0,123.0,0.075045759609518
Super built-up  Area,Ready To Move,Electronic City Phase II,2.0,1219.0,2.0,1.0,61.25,0.050246103363412634
Built-up  Area,Ready To Move,Uttarahalli,3.0,1200.0,3.0,1.0,50.0,0.041666666666666664
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1218.0,2.0,1.0,73.0,0.05993431855500821
Super built-up  Area,Ready To Move,Other,2.0,920.0,2.0,3.0,37.0,0.04021739130434782
Super built-up  Area,Ready To Move,Yeshwanthpur,3.0,2559.0,3.0,2.0,141.0,0.05509964830011723
Super built-up  Area,Under Construction,Other,1.0,525.0,1.0,1.0,26.0,0.049523809523809526
Super built-up  Area,Under Construction,Bannerghatta Road,3.0,1427.0,2.0,2.0,48.51,0.033994393833216535
Super built-up  Area,Under Construction,Kothannur,3.0,1270.0,3.0,2.0,45.0,0.03543307086614173
Built-up  Area,Ready To Move,Ramagondanahalli,2.0,920.0,2.0,3.0,65.0,0.07065217391304347
Built-up  Area,Ready To Move,Dommasandra,4.0,2700.0,3.0,2.0,68.0,0.025185185185185185
Super built-up  Area,Ready To Move,Other,3.0,1740.0,3.0,2.0,199.0,0.11436781609195402
Built-up  Area,Ready To Move,Ramamurthy Nagar,3.0,1355.0,2.0,2.0,40.0,0.02952029520295203
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1530.0,2.0,2.0,90.0,0.058823529411764705
Carpet  Area,Ready To Move,Other,3.0,1372.0,2.0,1.0,90.0,0.06559766763848396
Super built-up  Area,Ready To Move,Nehru Nagar,4.0,2363.0,5.0,2.0,120.0,0.05078290308929327
Super built-up  Area,Ready To Move,Marathahalli,4.0,3895.0,4.0,3.0,220.0,0.05648267008985879
Super built-up  Area,Under Construction,Jakkur,3.0,1950.0,3.0,2.0,131.0,0.06717948717948719
Built-up  Area,Ready To Move,Other,2.0,885.0,2.0,3.0,40.0,0.04519774011299435
Built-up  Area,Ready To Move,Yelahanka,2.0,600.0,2.0,2.0,27.0,0.045
Plot  Area,Ready To Move,Kumaraswami Layout,5.0,1270.0,4.0,1.0,128.0,0.10078740157480315
Plot  Area,Ready To Move,Vijayanagar,2.0,1380.0,2.0,0.0,225.0,0.16304347826086957
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1339.0,2.0,2.0,62.0,0.04630321135175504
Super built-up  Area,Ready To Move,Whitefield,2.0,1130.0,2.0,1.0,36.0,0.03185840707964602
Built-up  Area,Ready To Move,Uttarahalli,2.0,1085.0,2.0,2.0,43.0,0.03963133640552995
Built-up  Area,Ready To Move,Yeshwanthpur,3.0,1430.0,3.0,2.0,72.0,0.05034965034965035
Carpet  Area,Under Construction,Bhoganhalli,4.0,1451.5,4.0,1.0,121.0,0.08336203926972098
Super built-up  Area,Ready To Move,Other,5.0,6200.0,5.0,2.0,720.0,0.11612903225806452
Super built-up  Area,Ready To Move,Other,3.0,1490.0,2.0,1.0,59.6,0.04
Built-up  Area,Ready To Move,Other,4.0,1650.0,4.0,0.0,99.0,0.06
Super built-up  Area,Ready To Move,Bellandur,2.0,1286.0,2.0,2.0,57.0,0.04432348367029549
Built-up  Area,Ready To Move,Other,2.0,925.0,2.0,2.0,63.0,0.0681081081081081
Super built-up  Area,Ready To Move,Bellandur,4.0,3016.0,4.0,3.0,230.0,0.07625994694960213
Built-up  Area,Ready To Move,Haralur Road,2.0,1000.0,2.0,2.0,44.0,0.044
Super built-up  Area,Ready To Move,Whitefield,2.0,1215.0,2.0,2.0,39.0,0.03209876543209877
Plot  Area,Ready To Move,Other,4.0,1200.0,3.0,1.0,95.0,0.07916666666666666
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2.0,1336.0,2.0,2.0,100.0,0.0748502994011976
Super built-up  Area,Ready To Move,Yeshwanthpur,1.0,673.0,1.0,1.0,36.85,0.05475482912332838
Plot  Area,Ready To Move,Anandapura,2.0,1200.0,2.0,1.0,58.0,0.04833333333333333
Plot  Area,Ready To Move,Other,6.0,600.0,7.0,2.0,63.0,0.105
Super built-up  Area,Ready To Move,Malleshwaram,3.0,1600.0,3.0,3.0,160.0,0.1
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,0.0,79.0,0.06583333333333333
Plot  Area,Ready To Move,Indira Nagar,6.0,2480.0,4.0,1.0,750.0,0.3024193548387097
Super built-up  Area,Under Construction,Other,3.0,2500.0,3.0,2.0,270.0,0.108
Plot  Area,Ready To Move,Devanahalli,5.0,2400.0,5.0,3.0,100.0,0.041666666666666664
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2.0,1143.0,2.0,2.0,65.0,0.0568678915135608
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1470.0,2.0,2.0,61.74,0.042
Plot  Area,Ready To Move,Other,4.0,1584.0,3.0,2.0,145.0,0.09154040404040405
Super built-up  Area,Ready To Move,Marathahalli,3.0,1785.0,3.0,2.0,94.0,0.05266106442577031
Super built-up  Area,Ready To Move,Koramangala,3.0,2292.0,3.0,2.0,286.0,0.12478184991273997
Super built-up  Area,Ready To Move,Kothanur,3.0,1460.0,3.0,3.0,71.0,0.04863013698630137
Super built-up  Area,Ready To Move,Kasturi Nagar,3.0,1500.0,2.0,3.0,80.0,0.05333333333333334
Plot  Area,Ready To Move,Yelahanka,5.0,1200.0,4.0,1.0,140.0,0.11666666666666667
Built-up  Area,Ready To Move,Sanjay nagar,5.0,3300.0,3.0,2.0,250.0,0.07575757575757576
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1230.0,2.0,2.0,48.0,0.03902439024390244
Super built-up  Area,Ready To Move,Yelahanka New Town,1.0,650.0,1.0,1.0,20.0,0.03076923076923077
Super built-up  Area,Ready To Move,Benson Town,2.0,1480.0,2.0,2.0,120.0,0.08108108108108109
Super built-up  Area,Ready To Move,Thanisandra,2.0,1220.0,2.0,1.0,43.92,0.036000000000000004
Super built-up  Area,Ready To Move,Other,3.0,1570.0,3.0,1.0,115.0,0.0732484076433121
Built-up  Area,Ready To Move,Other,3.0,3000.0,3.0,3.0,400.0,0.13333333333333333
Super built-up  Area,Ready To Move,Mallasandra,3.0,1665.0,3.0,2.0,86.91,0.052198198198198195
Plot  Area,Ready To Move,Other,3.0,1350.0,3.0,1.0,380.0,0.2814814814814815
Plot  Area,Ready To Move,Sarjapur  Road,4.0,4000.0,5.0,2.0,600.0,0.15
Plot  Area,Ready To Move,Ramamurthy Nagar,2.0,1100.0,2.0,0.0,68.0,0.06181818181818182
Super built-up  Area,Ready To Move,Kathriguppe,3.0,1350.0,2.0,1.0,87.01,0.06445185185185186
Built-up  Area,Ready To Move,Kasavanhalli,3.0,1719.0,3.0,2.0,116.0,0.06748109365910412
Super built-up  Area,Ready To Move,Budigere,1.0,664.0,1.0,1.0,35.0,0.05271084337349398
Super built-up  Area,Under Construction,Sonnenahalli,2.0,1011.0,2.0,1.0,50.53,0.04998021760633037
Built-up  Area,Ready To Move,Other,6.0,2400.0,6.0,0.0,130.0,0.05416666666666667
Super built-up  Area,Ready To Move,Other,3.0,1680.0,3.0,2.0,85.0,0.050595238095238096
Super built-up  Area,Ready To Move,Yeshwanthpur,2.0,717.0,2.0,0.0,49.475,0.06900278940027894
Plot  Area,Ready To Move,Thyagaraja Nagar,4.0,700.0,4.0,2.0,110.0,0.15714285714285714
Super built-up  Area,Ready To Move,Whitefield,3.0,1520.0,2.0,2.0,150.0,0.09868421052631579
Carpet  Area,Ready To Move,Uttarahalli,3.0,1350.0,2.0,2.0,53.0,0.03925925925925926
Super built-up  Area,Under Construction,Kothanur,3.0,1760.0,3.0,2.0,150.0,0.08522727272727272
Super built-up  Area,Ready To Move,Other,2.0,875.0,2.0,1.0,33.0,0.037714285714285714
Super built-up  Area,Ready To Move,Hennur,2.0,1231.0,2.0,2.0,48.0,0.03899268887083672
Super built-up  Area,Ready To Move,Somasundara Palya,2.0,1174.0,2.0,3.0,74.0,0.06303236797274275
Built-up  Area,Ready To Move,Munnekollal,3.0,1560.0,3.0,3.0,75.0,0.04807692307692308
Super built-up  Area,Ready To Move,Other,2.0,1464.0,2.0,2.0,56.0,0.03825136612021858
Plot  Area,Ready To Move,Kanakpura Road,3.0,2200.0,3.0,2.0,130.0,0.05909090909090909
Built-up  Area,Ready To Move,Shivaji Nagar,2.0,850.0,2.0,2.0,55.0,0.06470588235294118
Built-up  Area,Ready To Move,Other,3.0,1750.0,3.0,1.0,180.0,0.10285714285714286
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3.0,2024.0,3.0,2.0,157.0,0.0775691699604743
Plot  Area,Ready To Move,Other,2.0,1500.0,1.0,0.0,160.0,0.10666666666666667
Plot  Area,Ready To Move,Other,6.0,2100.0,6.0,2.0,275.0,0.13095238095238096
Super built-up  Area,Ready To Move,Kodihalli,3.0,2408.0,4.0,2.0,260.0,0.1079734219269103
Super built-up  Area,Ready To Move,Devanahalli,2.0,1080.0,2.0,1.0,44.0,0.040740740740740744
Super built-up  Area,Ready To Move,Indira Nagar,3.0,2070.0,3.0,2.0,225.0,0.10869565217391304
Built-up  Area,Under Construction,Electronic City,2.0,1020.0,2.0,1.0,29.46,0.02888235294117647
Super built-up  Area,Ready To Move,Begur Road,3.0,1500.0,2.0,3.0,55.0,0.03666666666666667
Plot  Area,Ready To Move,Mahalakshmi Layout,4.0,1575.0,5.0,1.0,158.0,0.10031746031746032
Plot  Area,Ready To Move,Kodichikkanahalli,4.0,3250.0,4.0,1.0,180.0,0.055384615384615386
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1175.0,2.0,1.0,47.0,0.04
Super built-up  Area,Ready To Move,Channasandra,2.0,1030.0,2.0,1.0,34.5,0.03349514563106796
Super built-up  Area,Under Construction,Hebbal,2.0,1440.0,2.0,1.0,115.0,0.0798611111111111
Built-up  Area,Ready To Move,Hoodi,2.0,1500.0,2.0,1.0,84.0,0.056
Plot  Area,Ready To Move,Thanisandra,1.0,1380.0,1.0,1.0,62.1,0.045
Built-up  Area,Ready To Move,Other,2.0,1200.0,2.0,3.0,50.0,0.041666666666666664
Built-up  Area,Ready To Move,Other,1.0,705.0,1.0,2.0,36.5,0.05177304964539007
Super built-up  Area,Ready To Move,Harlur,3.0,2240.0,5.0,2.0,155.0,0.06919642857142858
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1584.01,3.0,1.0,103.0,0.06502484201488627
Super built-up  Area,Ready To Move,Other,3.0,1340.0,3.0,3.0,77.0,0.057462686567164176
Super built-up  Area,Ready To Move,Other,3.0,1800.0,3.0,2.0,70.0,0.03888888888888889
Super built-up  Area,Ready To Move,R.T. Nagar,2.0,1200.0,2.0,3.0,45.0,0.0375
Super built-up  Area,Under Construction,Sarjapur  Road,1.0,685.0,1.0,1.0,40.0,0.058394160583941604
Super built-up  Area,Ready To Move,Other,2.0,925.0,2.0,3.0,42.0,0.04540540540540541
Super built-up  Area,Ready To Move,Other,2.0,1230.0,2.0,2.0,57.0,0.046341463414634146
Plot  Area,Ready To Move,Other,5.0,1200.0,5.0,1.0,185.0,0.15416666666666667
Super built-up  Area,Ready To Move,Kodichikkanahalli,2.0,1125.0,2.0,1.0,52.0,0.04622222222222222
Super built-up  Area,Ready To Move,Hebbal,2.0,1100.0,2.0,1.0,54.0,0.04909090909090909
Plot  Area,Under Construction,Jigani,3.0,2400.0,3.0,2.0,149.0,0.06208333333333333
Super built-up  Area,Under Construction,Electronic City Phase II,3.0,1400.0,2.0,2.0,41.58,0.029699999999999997
Plot  Area,Ready To Move,Uttarahalli,7.0,1200.0,7.0,2.0,225.0,0.1875
Super built-up  Area,Ready To Move,Jakkur,3.0,1858.0,3.0,1.0,98.3,0.052906350914962326
Plot  Area,Ready To Move,Other,1.0,1260.0,1.0,1.0,41.0,0.03253968253968254
Built-up  Area,Ready To Move,Ambedkar Nagar,4.0,3530.0,4.0,2.0,290.0,0.0821529745042493
Super built-up  Area,Ready To Move,HSR Layout,2.0,1185.0,2.0,2.0,60.0,0.05063291139240506
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,216.0,0.18
Super built-up  Area,Ready To Move,Hennur,2.0,1255.0,2.0,1.0,58.0,0.046215139442231074
Super built-up  Area,Ready To Move,Rajaji Nagar,4.0,3436.0,6.0,3.0,475.0,0.13824214202561116
Built-up  Area,Ready To Move,Kudlu Gate,3.0,1335.0,3.0,2.0,89.0,0.06666666666666667
Super built-up  Area,Ready To Move,Dodda Nekkundi,3.0,1999.0,3.0,2.0,132.0,0.06603301650825413
Plot  Area,Ready To Move,Other,2.0,1200.0,2.0,1.0,125.0,0.10416666666666667
Super built-up  Area,Ready To Move,Kundalahalli,3.0,1397.0,3.0,2.0,110.0,0.07874015748031496
Plot  Area,Ready To Move,Jigani,10.0,1200.0,10.0,2.0,105.0,0.0875
Super built-up  Area,Ready To Move,Cooke Town,4.0,3950.0,4.0,2.0,450.0,0.11392405063291139
Plot  Area,Ready To Move,Yelahanka New Town,2.0,1200.0,2.0,1.0,130.0,0.10833333333333334
Plot  Area,Ready To Move,Chikka Tirupathi,3.0,1616.0,3.0,0.0,95.0,0.058787128712871284
Plot  Area,Ready To Move,Banashankari Stage III,8.0,1200.0,7.0,2.0,350.0,0.2916666666666667
Built-up  Area,Ready To Move,Other,4.0,1270.0,2.0,1.0,175.0,0.1377952755905512
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1140.0,2.0,2.0,38.55,0.03381578947368421
Super built-up  Area,Under Construction,Kanakpura Road,1.0,525.0,1.0,1.0,30.0,0.05714285714285714
Plot  Area,Ready To Move,Varthur,3.0,1200.0,2.0,1.0,98.0,0.08166666666666667
Built-up  Area,Ready To Move,Other,1.0,700.0,1.0,1.0,162.0,0.23142857142857143
Super built-up  Area,Under Construction,Balagere,2.0,1205.47,2.0,1.0,81.0,0.06719370867794304
Plot  Area,Ready To Move,Other,3.0,1200.0,3.0,2.0,130.0,0.10833333333333334
Super built-up  Area,Ready To Move,Electronic City,3.0,1700.0,3.0,2.0,75.0,0.04411764705882353
Plot  Area,Ready To Move,Thanisandra,5.0,750.0,4.0,0.0,62.0,0.08266666666666667
Super built-up  Area,Under Construction,Kanakpura Road,2.0,1090.0,2.0,1.0,54.54,0.05003669724770642
Super built-up  Area,Ready To Move,Yeshwanthpur,4.0,3600.0,5.0,2.0,220.0,0.06111111111111111
Built-up  Area,Ready To Move,Kundalahalli,1.0,2400.0,1.0,0.0,650.0,0.2708333333333333
Super built-up  Area,Under Construction,Thanisandra,1.0,923.0,1.0,1.0,60.84,0.06591549295774649
Super built-up  Area,Under Construction,Other,4.0,3595.0,6.0,2.0,360.0,0.10013908205841446
Super built-up  Area,Ready To Move,Green Glen Layout,2.0,1050.0,2.0,2.0,48.0,0.045714285714285714
Super built-up  Area,Ready To Move,Whitefield,2.0,1495.0,2.0,2.0,79.5,0.053177257525083614
Super built-up  Area,Under Construction,Hennur Road,3.0,1664.0,2.0,2.0,93.865,0.05640925480769231
Built-up  Area,Ready To Move,Other,3.0,1485.0,3.0,2.0,85.0,0.05723905723905724
Super built-up  Area,Under Construction,Dommasandra,3.0,1033.0,2.0,2.0,31.5,0.03049370764762827
Super built-up  Area,Ready To Move,Electronic City,3.0,1400.0,2.0,1.0,48.0,0.03428571428571429
Built-up  Area,Ready To Move,Indira Nagar,1.0,500.0,1.0,0.0,70.0,0.14
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,944.0,2.0,1.0,35.0,0.037076271186440676
Built-up  Area,Ready To Move,Whitefield,5.0,3250.0,5.0,0.0,290.0,0.08923076923076922
Super built-up  Area,Under Construction,Whitefield,2.0,1216.0,2.0,1.0,66.48,0.054671052631578954
Super built-up  Area,Ready To Move,Other,2.0,1100.0,2.0,1.0,39.5,0.03590909090909091
Super built-up  Area,Ready To Move,Thanisandra,3.0,1743.0,3.0,2.0,93.25,0.05349971313826735
Super built-up  Area,Ready To Move,Yelahanka,2.0,1274.0,2.0,2.0,48.42,0.03800627943485087
Super built-up  Area,Ready To Move,Other,3.0,2500.0,3.0,2.0,425.0,0.17
Super built-up  Area,Ready To Move,Mysore Road,3.0,1512.0,2.0,2.0,110.0,0.07275132275132275
Super built-up  Area,Ready To Move,Other,4.0,3100.0,5.0,1.0,385.0,0.12419354838709677
Super built-up  Area,Ready To Move,Cox Town,3.0,1650.0,3.0,3.0,100.0,0.06060606060606061
Built-up  Area,Ready To Move,Doddathoguru,3.0,1875.0,3.0,1.0,55.0,0.029333333333333333
Built-up  Area,Ready To Move,Whitefield,3.0,1350.0,3.0,2.0,54.0,0.04
Super built-up  Area,Ready To Move,Other,2.0,1219.0,2.0,2.0,40.0,0.03281378178835111
Plot  Area,Ready To Move,Other,4.0,1200.0,4.0,1.0,150.0,0.125
Plot  Area,Ready To Move,Sarjapura - Attibele Road,3.0,2400.0,3.0,3.0,85.0,0.035416666666666666
Super built-up  Area,Ready To Move,Hormavu,2.0,1141.0,2.0,1.0,44.4,0.03891323400525854
Super built-up  Area,Ready To Move,Anandapura,2.0,1151.0,2.0,1.0,43.1,0.03744569939183319
Plot  Area,Ready To Move,Bommenahalli,3.0,832.0,3.0,1.0,77.0,0.09254807692307693
